countyFIPS,County Name,State,population
34037,Sussex County,NJ,140488
34039,Union County,NJ,556341
34041,Warren County,NJ,105267
0,Statewide Unallocated,NM,0
35001,Bernalillo County,NM,679121
35003,Catron County,NM,3527
35005,Chaves County,NM,64615
35006,Cibola County,NM,26675
35007,Colfax County,NM,11941
35009,Curry County,NM,48954
35011,De Baca County,NM,1748
35013,Doña Ana County,NM,218195
35015,Eddy County,NM,58460
35017,Grant County,NM,26998
35019,Guadalupe County,NM,4300
35021,Harding County,NM,625
35023,Hidalgo County,NM,4198
35025,Lea County,NM,71070
35027,Lincoln County,NM,19572
35028,Los Alamos County,NM,19369
35029,Luna County,NM,23709
35031,McKinley County,NM,71367
35033,Mora County,NM,4521
35035,Otero County,NM,67490
35037,Quay County,NM,8253
35039,Rio Arriba County,NM,38921
35041,Roosevelt County,NM,18500
35043,Sandoval County,NM,146748
35045,San Juan County,NM,123958
35047,San Miguel County,NM,27277
35049,Santa Fe County,NM,150358
35051,Sierra County,NM,10791
35053,Socorro County,NM,16637
35055,Taos County,NM,32723
35057,Torrance County,NM,15461
35059,Union County,NM,4059
35061,Valencia County,NM,76688
0,Statewide Unallocated,NY,0
0,New York City Unallocated,NY,0
36001,Albany County,NY,305506
36003,Allegany County,NY,46091
36005,Bronx County,NY,1418207
36007,Broome County,NY,190488
36009,Cattaraugus County,NY,76117
36011,Cayuga County,NY,76576
36013,Chautauqua County,NY,126903
36015,Chemung County,NY,83456
36017,Chenango County,NY,47207
36019,Clinton County,NY,80485
36021,Columbia County,NY,59461
36023,Cortland County,NY,47581
36025,Delaware County,NY,44135
36027,Dutchess County,NY,294218
36029,Erie County,NY,918702
36031,Essex County,NY,36885
36033,Franklin County,NY,50022
36035,Fulton County,NY,53383
36037,Genesee County,NY,57280
36039,Greene County,NY,47188
36041,Hamilton County,NY,4416
36043,Herkimer County,NY,61319
36045,Jefferson County,NY,109834
36047,Kings County,NY,2559903
36049,Lewis County,NY,26296
36051,Livingston County,NY,62914
36053,Madison County,NY,70941
36055,Monroe County,NY,741770
36057,Montgomery County,NY,49221
36059,Nassau County,NY,1356924
36061,New York County,NY,1628706
36063,Niagara County,NY,209281
36065,Oneida County,NY,228671
36067,Onondaga County,NY,460528
36069,Ontario County,NY,109777
36071,Orange County,NY,384940
36073,Orleans County,NY,40352
36075,Oswego County,NY,117124
36077,Otsego County,NY,59493
36079,Putnam County,NY,98320
36081,Queens County,NY,2253858
36083,Rensselaer County,NY,158714
36085,Richmond County,NY,476143
36087,Rockland County,NY,325789
36089,St. Lawrence County,NY,107740
36091,Saratoga County,NY,229863
36093,Schenectady County,NY,155299
36095,Schoharie County,NY,30999
36097,Schuyler County,NY,17807
36099,Seneca County,NY,34016
36101,Steuben County,NY,95379
36103,Suffolk County,NY,1476601
36105,Sullivan County,NY,75432
36107,Tioga County,NY,48203
36109,Tompkins County,NY,102180
36111,Ulster County,NY,177573
36113,Warren County,NY,63944
36115,Washington County,NY,61204
36117,Wayne County,NY,89918
36119,Westchester County,NY,967506
36121,Wyoming County,NY,39859
36123,Yates County,NY,24913
0,Statewide Unallocated,NC,0
37001,Alamance County,NC,169509
37003,Alexander County,NC,37497
37005,Alleghany County,NC,11137
37007,Anson County,NC,24446
37009,Ashe County,NC,27203
37011,Avery County,NC,17557
37013,Beaufort County,NC,46994
37015,Bertie County,NC,18947
37017,Bladen County,NC,32722
37019,Brunswick County,NC,142820
37021,Buncombe County,NC,261191
37023,Burke County,NC,90485
37025,Cabarrus County,NC,216453
37027,Caldwell County,NC,82178
37029,Camden County,NC,10867
37031,Carteret County,NC,69473
37033,Caswell County,NC,22604
37035,Catawba County,NC,159551
37037,Chatham County,NC,74470
37039,Cherokee County,NC,28612
37041,Chowan County,NC,13943
37043,Clay County,NC,11231
37045,Cleveland County,NC,97947
37047,Columbus County,NC,55508
37049,Craven County,NC,102139
37051,Cumberland County,NC,335509
37053,Currituck County,NC,27763
37055,Dare County,NC,37009
37057,Davidson County,NC,167609
37059,Davie County,NC,42846
37061,Duplin County,NC,58741
37063,Durham County,NC,321488
37065,Edgecombe County,NC,51472
37067,Forsyth County,NC,382295
37069,Franklin County,NC,69685
37071,Gaston County,NC,224529
37073,Gates County,NC,11562
37075,Graham County,NC,8441
37077,Granville County,NC,60443
37079,Greene County,NC,21069
37081,Guilford County,NC,537174
37083,Halifax County,NC,50010
37085,Harnett County,NC,135976
37087,Haywood County,NC,62317
37089,Henderson County,NC,117417
37091,Hertford County,NC,23677
37093,Hoke County,NC,55234
37095,Hyde County,NC,4937
37097,Iredell County,NC,181806
37099,Jackson County,NC,43938
37101,Johnston County,NC,209339
37103,Jones County,NC,9419
37105,Lee County,NC,61779
37107,Lenoir County,NC,55949
37109,Lincoln County,NC,86111
37111,McDowell County,NC,45756
37113,Macon County,NC,35858
37115,Madison County,NC,21755
37117,Martin County,NC,22440
37119,Mecklenburg County,NC,1110356
37121,Mitchell County,NC,14964
37123,Montgomery County,NC,27173
37125,Moore County,NC,100880
37127,Nash County,NC,94298
37129,New Hanover County,NC,234473
37131,Northampton County,NC,19483
37133,Onslow County,NC,197938
37135,Orange County,NC,148476
37137,Pamlico County,NC,12726
37139,Pasquotank County,NC,39824
37141,Pender County,NC,63060
37143,Perquimans County,NC,13463
37145,Person County,NC,39490
37147,Pitt County,NC,180742
37149,Polk County,NC,20724
37151,Randolph County,NC,143667
37153,Richmond County,NC,44829
37155,Robeson County,NC,130625
37157,Rockingham County,NC,91010
37159,Rowan County,NC,142088
37161,Rutherford County,NC,67029
37163,Sampson County,NC,63531
37165,Scotland County,NC,34823
37167,Stanly County,NC,62806
37169,Stokes County,NC,45591
37171,Surry County,NC,71783
37173,Swain County,NC,14271
37175,Transylvania County,NC,34385
37177,Tyrrell County,NC,4016
37179,Union County,NC,239859
37181,Vance County,NC,44535
37183,Wake County,NC,1111761
37185,Warren County,NC,19731
37187,Washington County,NC,11580
37189,Watauga County,NC,56177
37191,Wayne County,NC,123131
37193,Wilkes County,NC,68412
37195,Wilson County,NC,81801
37197,Yadkin County,NC,37667
37199,Yancey County,NC,18069
0,Statewide Unallocated,ND,0
38001,Adams County,ND,2216
38003,Barnes County,ND,10415
38005,Benson County,ND,6832
38007,Billings County,ND,928
38009,Bottineau County,ND,6282
38011,Bowman County,ND,3024
38013,Burke County,ND,2115
38015,Burleigh County,ND,95626
38017,Cass County,ND,181923
38019,Cavalier County,ND,3762
38021,Dickey County,ND,4872
38023,Divide County,ND,2264
38025,Dunn County,ND,4424
38027,Eddy County,ND,2287
38029,Emmons County,ND,3241
38031,Foster County,ND,3210
38033,Golden Valley County,ND,1761
38035,Grand Forks County,ND,69451
38037,Grant County,ND,2274
38039,Griggs County,ND,2231
38041,Hettinger County,ND,2499
38043,Kidder County,ND,2480
38045,LaMoure County,ND,4046
38047,Logan County,ND,1850
38049,McHenry County,ND,5745
38051,McIntosh County,ND,2497
38053,McKenzie County,ND,15024
38055,McLean County,ND,9450
38057,Mercer County,ND,8187
38059,Morton County,ND,31364
38061,Mountrail County,ND,10545
38063,Nelson County,ND,2879
38065,Oliver County,ND,1959
38067,Pembina County,ND,6801
38069,Pierce County,ND,3975
38071,Ramsey County,ND,11519
38073,Ransom County,ND,5218
38075,Renville County,ND,2327
38077,Richland County,ND,16177
38079,Rolette County,ND,14176
38081,Sargent County,ND,3898
38083,Sheridan County,ND,1315
38085,Sioux County,ND,4230
38087,Slope County,ND,750
38089,Stark County,ND,31489
38091,Steele County,ND,1890
38093,Stutsman County,ND,20704
38095,Towner County,ND,2189
38097,Traill County,ND,8036
38099,Walsh County,ND,10641
38101,Ward County,ND,67641
38103,Wells County,ND,3834
38105,Williams County,ND,37589
0,Statewide Unallocated,OH,0
39001,Adams County,OH,27698
39003,Allen County,OH,102351
39005,Ashland County,OH,53484
39007,Ashtabula County,OH,97241
39009,Athens County,OH,65327
39011,Auglaize County,OH,45656
39013,Belmont County,OH,67006
39015,Brown County,OH,43432
39017,Butler County,OH,383134
39019,Carroll County,OH,26914
39021,Champaign County,OH,38885
39023,Clark County,OH,134083
39025,Clermont County,OH,206428
39027,Clinton County,OH,41968
39029,Columbiana County,OH,101883
39031,Coshocton County,OH,36600
39033,Crawford County,OH,41494
39035,Cuyahoga County,OH,1235072
39037,Darke County,OH,51113
39039,Defiance County,OH,38087
39041,Delaware County,OH,209177
39043,Erie County,OH,74266
39045,Fairfield County,OH,157574
39047,Fayette County,OH,28525
39049,Franklin County,OH,1316756
39051,Fulton County,OH,42126
39053,Gallia County,OH,29898
39055,Geauga County,OH,93649
39057,Greene County,OH,168937
39059,Guernsey County,OH,38875
39061,Hamilton County,OH,817473
39063,Hancock County,OH,75783
39065,Hardin County,OH,31365
39067,Harrison County,OH,15040
39069,Henry County,OH,27006
39071,Highland County,OH,43161
39073,Hocking County,OH,28264
39075,Holmes County,OH,43960
39077,Huron County,OH,58266
39079,Jackson County,OH,32413
39081,Jefferson County,OH,65325
39083,Knox County,OH,62322
39085,Lake County,OH,230149
39087,Lawrence County,OH,59463
39089,Licking County,OH,176862
39091,Logan County,OH,45672
39093,Lorain County,OH,309833
39095,Lucas County,OH,428348
39097,Madison County,OH,44731
39099,Mahoning County,OH,228683
39101,Marion County,OH,65093
39103,Medina County,OH,179746
39105,Meigs County,OH,22907
39107,Mercer County,OH,41172
39109,Miami County,OH,106987
39111,Monroe County,OH,13654
39113,Montgomery County,OH,531687
39115,Morgan County,OH,14508
39117,Morrow County,OH,35328
39119,Muskingum County,OH,86215
39121,Noble County,OH,14424
39123,Ottawa County,OH,40525
39125,Paulding County,OH,18672
39127,Perry County,OH,36134
39129,Pickaway County,OH,58457
39131,Pike County,OH,27772
39133,Portage County,OH,162466
39135,Preble County,OH,40882
39137,Putnam County,OH,33861
39139,Richland County,OH,121154
39141,Ross County,OH,76666
39143,Sandusky County,OH,58518
39145,Scioto County,OH,75314
39147,Seneca County,OH,55178
39149,Shelby County,OH,48590
39151,Stark County,OH,370606
39153,Summit County,OH,541013
39155,Trumbull County,OH,197974
39157,Tuscarawas County,OH,91987
39159,Union County,OH,58988
39161,Van Wert County,OH,28275
39163,Vinton County,OH,13085
39165,Warren County,OH,234602
39167,Washington County,OH,59911
39169,Wayne County,OH,115710
39171,Williams County,OH,36692
39173,Wood County,OH,130817
39175,Wyandot County,OH,21772
0,Statewide Unallocated,OK,0
40001,Adair County,OK,22194
40003,Alfalfa County,OK,5702
40005,Atoka County,OK,13758
40007,Beaver County,OK,5311
40009,Beckham County,OK,21859
40011,Blaine County,OK,9429
40013,Bryan County,OK,47995
40015,Caddo County,OK,28762
40017,Canadian County,OK,148306
40019,Carter County,OK,48111
40021,Cherokee County,OK,48657
40023,Choctaw County,OK,14672
40025,Cimarron County,OK,2137
40027,Cleveland County,OK,284014
40029,Coal County,OK,5495
40031,Comanche County,OK,120749
40033,Cotton County,OK,5666
40035,Craig County,OK,14142
40037,Creek County,OK,71522
40039,Custer County,OK,29003
40041,Delaware County,OK,43009
40043,Dewey County,OK,4891
40045,Ellis County,OK,3859
40047,Garfield County,OK,61056
40049,Garvin County,OK,27711
40051,Grady County,OK,55834
40053,Grant County,OK,4333
40055,Greer County,OK,5712
40057,Harmon County,OK,2653
40059,Harper County,OK,3688
40061,Haskell County,OK,12627
40063,Hughes County,OK,13279
40065,Jackson County,OK,24530
40067,Jefferson County,OK,6002
40069,Johnston County,OK,11085
40071,Kay County,OK,43538
40073,Kingfisher County,OK,15765
40075,Kiowa County,OK,8708
40077,Latimer County,OK,10073
40079,Le Flore County,OK,49853
40081,Lincoln County,OK,34877
40083,Logan County,OK,48011
40085,Love County,OK,10253
40087,McClain County,OK,40474
40089,McCurtain County,OK,32832
40091,McIntosh County,OK,19596
40093,Major County,OK,7629
40095,Marshall County,OK,16931
40097,Mayes County,OK,41100
40099,Murray County,OK,14073
40101,Muskogee County,OK,67997
40103,Noble County,OK,11131
40105,Nowata County,OK,10076
40107,Okfuskee County,OK,11993
40109,Oklahoma County,OK,797434
40111,Okmulgee County,OK,38465
40113,Osage County,OK,46963
40115,Ottawa County,OK,31127
40117,Pawnee County,OK,16376
40119,Payne County,OK,81784
40121,Pittsburg County,OK,43654
40123,Pontotoc County,OK,38284
40125,Pottawatomie County,OK,72592
40127,Pushmataha County,OK,11096
40129,Roger Mills County,OK,3583
40131,Rogers County,OK,92459
40133,Seminole County,OK,24258
40135,Sequoyah County,OK,41569
40137,Stephens County,OK,43143
40139,Texas County,OK,19983
40141,Tillman County,OK,7250
40143,Tulsa County,OK,651552
40145,Wagoner County,OK,81289
40147,Washington County,OK,51527
40149,Washita County,OK,10916
40151,Woods County,OK,8793
40153,Woodward County,OK,20211
0,Statewide Unallocated,OR,0
41001,Baker County,OR,16124
41003,Benton County,OR,93053
41005,Clackamas County,OR,418187
41007,Clatsop County,OR,40224
41009,Columbia County,OR,52354
41011,Coos County,OR,64487
41013,Crook County,OR,24404
41015,Curry County,OR,22925
41017,Deschutes County,OR,197692
41019,Douglas County,OR,110980
41021,Gilliam County,OR,1912
41023,Grant County,OR,7199
41025,Harney County,OR,7393
41027,Hood River County,OR,23382
41029,Jackson County,OR,220944
41031,Jefferson County,OR,24658
41033,Josephine County,OR,87487
41035,Klamath County,OR,68238
41037,Lake County,OR,7869
41039,Lane County,OR,382067
41041,Lincoln County,OR,49962
41043,Linn County,OR,129749
41045,Malheur County,OR,30571
41047,Marion County,OR,347818
41049,Morrow County,OR,11603
41051,Multnomah County,OR,812855
41053,Polk County,OR,86085
41055,Sherman County,OR,1780
41057,Tillamook County,OR,27036
41059,Umatilla County,OR,77950
41061,Union County,OR,26835
41063,Wallowa County,OR,7208
41065,Wasco County,OR,26682
41067,Washington County,OR,601592
41069,Wheeler County,OR,1332
41071,Yamhill County,OR,107100
0,Statewide Unallocated,PA,0
42001,Adams County,PA,103009
42003,Allegheny County,PA,1216045
42005,Armstrong County,PA,64735
42007,Beaver County,PA,163929
42009,Bedford County,PA,47888
42011,Berks County,PA,421164
42013,Blair County,PA,121829
42015,Bradford County,PA,60323
42017,Bucks County,PA,628270
42019,Butler County,PA,187853
42021,Cambria County,PA,130192
42023,Cameron County,PA,4447
42025,Carbon County,PA,64182
42027,Centre County,PA,162385
42029,Chester County,PA,524989
42031,Clarion County,PA,38438
42033,Clearfield County,PA,79255
42035,Clinton County,PA,38632
42037,Columbia County,PA,64964
42039,Crawford County,PA,84629
42041,Cumberland County,PA,253370
42043,Dauphin County,PA,278299
42045,Delaware County,PA,566747
42047,Elk County,PA,29910
42049,Erie County,PA,269728
42051,Fayette County,PA,129274
42053,Forest County,PA,7247
42055,Franklin County,PA,155027
42057,Fulton County,PA,14530
42059,Greene County,PA,36233
42061,Huntingdon County,PA,45144
42063,Indiana County,PA,84073
42065,Jefferson County,PA,43425
42067,Juniata County,PA,24763
42069,Lackawanna County,PA,209674
42071,Lancaster County,PA,545724
42073,Lawrence County,PA,85512
42075,Lebanon County,PA,141793
42077,Lehigh County,PA,369318
42079,Luzerne County,PA,317417
42081,Lycoming County,PA,113299
42083,McKean County,PA,40625
42085,Mercer County,PA,109424
42087,Mifflin County,PA,46138
42089,Monroe County,PA,170271
42091,Montgomery County,PA,830915
42093,Montour County,PA,18230
42095,Northampton County,PA,305285
42097,Northumberland County,PA,90843
42099,Perry County,PA,46272
42101,Philadelphia County,PA,1584064
42103,Pike County,PA,55809
42105,Potter County,PA,16526
42107,Schuylkill County,PA,141359
42109,Snyder County,PA,40372
42111,Somerset County,PA,73447
42113,Sullivan County,PA,6066
42115,Susquehanna County,PA,40328
42117,Tioga County,PA,40591
42119,Union County,PA,44923
42121,Venango County,PA,50668
42123,Warren County,PA,39191
42125,Washington County,PA,206865
42127,Wayne County,PA,51361
42129,Westmoreland County,PA,348899
42131,Wyoming County,PA,26794
42133,York County,PA,449058
0,Statewide Unallocated,RI,0
44001,Bristol County,RI,48479
44003,Kent County,RI,164292
44005,Newport County,RI,82082
44007,Providence County,RI,638931
44009,Washington County,RI,125577
0,Statewide Unallocated,SC,0
45001,Abbeville County,SC,24527
45003,Aiken County,SC,170872
45005,Allendale County,SC,8688
45007,Anderson County,SC,202558
45009,Bamberg County,SC,14066
45011,Barnwell County,SC,20866
45013,Beaufort County,SC,192122
45015,Berkeley County,SC,227907
45017,Calhoun County,SC,14553
45019,Charleston County,SC,411406
45021,Cherokee County,SC,57300
45023,Chester County,SC,32244
45025,Chesterfield County,SC,45650
45027,Clarendon County,SC,33745
45029,Colleton County,SC,37677
45031,Darlington County,SC,66618
45033,Dillon County,SC,30479
45035,Dorchester County,SC,162809
45037,Edgefield County,SC,27260
45039,Fairfield County,SC,22347
45041,Florence County,SC,138293
45043,Georgetown County,SC,62680
45045,Greenville County,SC,523542
45047,Greenwood County,SC,70811
45049,Hampton County,SC,19222
45051,Horry County,SC,354081
45053,Jasper County,SC,30073
45055,Kershaw County,SC,66551
45057,Lancaster County,SC,98012
45059,Laurens County,SC,67493
45061,Lee County,SC,16828
45063,Lexington County,SC,298750
45065,McCormick County,SC,9463
45067,Marion County,SC,30657
45069,Marlboro County,SC,26118
45071,Newberry County,SC,38440
45073,Oconee County,SC,79546
45075,Orangeburg County,SC,86175
45077,Pickens County,SC,126884
45079,Richland County,SC,415759
45081,Saluda County,SC,20473
45083,Spartanburg County,SC,319785
45085,Sumter County,SC,106721
45087,Union County,SC,27316
45089,Williamsburg County,SC,30368
45091,York County,SC,280979
0,Statewide Unallocated,SD,0
46003,Aurora County,SD,2751
46005,Beadle County,SD,18453
46007,Bennett County,SD,3365
46009,Bon Homme County,SD,6901
46011,Brookings County,SD,35077
46013,Brown County,SD,38839
46015,Brule County,SD,5297
46017,Buffalo County,SD,1962
46019,Butte County,SD,10429
46021,Campbell County,SD,1376
46023,Charles Mix County,SD,9292
46025,Clark County,SD,3736
46027,Clay County,SD,14070
46029,Codington County,SD,28009
46031,Corson County,SD,4086
46033,Custer County,SD,8972
46035,Davison County,SD,19775
46037,Day County,SD,5424
46039,Deuel County,SD,4351
46041,Dewey County,SD,5892
46043,Douglas County,SD,2921
46045,Edmunds County,SD,3829
46047,Fall River County,SD,6713
46049,Faulk County,SD,2299
46051,Grant County,SD,7052
46053,Gregory County,SD,4185
46055,Haakon County,SD,1899
46057,Hamlin County,SD,6164
46059,Hand County,SD,3191
46061,Hanson County,SD,3453
46063,Harding County,SD,1298
46065,Hughes County,SD,17526
46067,Hutchinson County,SD,7291
46069,Hyde County,SD,1301
46071,Jackson County,SD,3344
46073,Jerauld County,SD,2013
46075,Jones County,SD,903
46077,Kingsbury County,SD,4939
46079,Lake County,SD,12797
46081,Lawrence County,SD,25844
46083,Lincoln County,SD,61128
46085,Lyman County,SD,3781
46087,McCook County,SD,5586
46089,McPherson County,SD,2379
46091,Marshall County,SD,4935
46093,Meade County,SD,28332
46095,Mellette County,SD,2061
46097,Miner County,SD,2216
46099,Minnehaha County,SD,193134
46101,Moody County,SD,6576
46102,Oglala Lakota County,SD,14177
46103,Pennington County,SD,113775
46105,Perkins County,SD,2865
46107,Potter County,SD,2153
46109,Roberts County,SD,10394
46111,Sanborn County,SD,2344
46115,Spink County,SD,6376
46117,Stanley County,SD,3098
46119,Sully County,SD,1391
46121,Todd County,SD,10177
46123,Tripp County,SD,5441
46125,Turner County,SD,8384
46127,Union County,SD,15932
46129,Walworth County,SD,5435
46135,Yankton County,SD,22814
46137,Ziebach County,SD,2756
0,Statewide Unallocated,TN,0
47001,Anderson County,TN,76978
47003,Bedford County,TN,49713
47005,Benton County,TN,16160
47007,Bledsoe County,TN,15064
47009,Blount County,TN,133088
47011,Bradley County,TN,108110
47013,Campbell County,TN,39842
47015,Cannon County,TN,14678
47017,Carroll County,TN,27767
47019,Carter County,TN,56391
47021,Cheatham County,TN,40667
47023,Chester County,TN,17297
47025,Claiborne County,TN,31959
47027,Clay County,TN,7615
47029,Cocke County,TN,36004
47031,Coffee County,TN,56520
47033,Crockett County,TN,14230
47035,Cumberland County,TN,60520
47037,Davidson County,TN,694144
47039,Decatur County,TN,11663
47041,DeKalb County,TN,20490
47043,Dickson County,TN,53948
47045,Dyer County,TN,37159
47047,Fayette County,TN,41133
47049,Fentress County,TN,18523
47051,Franklin County,TN,42208
47053,Gibson County,TN,49133
47055,Giles County,TN,29464
47057,Grainger County,TN,23320
47059,Greene County,TN,69069
47061,Grundy County,TN,13427
47063,Hamblen County,TN,64934
47065,Hamilton County,TN,367804
47067,Hancock County,TN,6620
47069,Hardeman County,TN,25050
47071,Hardin County,TN,25652
47073,Hawkins County,TN,56786
47075,Haywood County,TN,17304
47077,Henderson County,TN,28117
47079,Henry County,TN,32345
47081,Hickman County,TN,25178
47083,Houston County,TN,8201
47085,Humphreys County,TN,18582
47087,Jackson County,TN,11786
47089,Jefferson County,TN,54495
47091,Johnson County,TN,17788
47093,Knox County,TN,470313
47095,Lake County,TN,7016
47097,Lauderdale County,TN,25633
47099,Lawrence County,TN,44142
47101,Lewis County,TN,12268
47103,Lincoln County,TN,34366
47105,Loudon County,TN,54068
47107,McMinn County,TN,53794
47109,McNairy County,TN,25694
47111,Macon County,TN,24602
47113,Madison County,TN,97984
47115,Marion County,TN,28907
47117,Marshall County,TN,34375
47119,Maury County,TN,96387
47121,Meigs County,TN,12422
47123,Monroe County,TN,46545
47125,Montgomery County,TN,208993
47127,Moore County,TN,6488
47129,Morgan County,TN,21403
47131,Obion County,TN,30069
47133,Overton County,TN,22241
47135,Perry County,TN,8076
47137,Pickett County,TN,5048
47139,Polk County,TN,16832
47141,Putnam County,TN,80245
47143,Rhea County,TN,33167
47145,Roane County,TN,53382
47147,Robertson County,TN,71813
47149,Rutherford County,TN,332285
47151,Scott County,TN,22068
47153,Sequatchie County,TN,15026
47155,Sevier County,TN,98250
47157,Shelby County,TN,937166
47159,Smith County,TN,20157
47161,Stewart County,TN,13715
47163,Sullivan County,TN,158348
47165,Sumner County,TN,191283
47167,Tipton County,TN,61599
47169,Trousdale County,TN,11284
47171,Unicoi County,TN,17883
47173,Union County,TN,19972
47175,Van Buren County,TN,5872
47177,Warren County,TN,41277
47179,Washington County,TN,129375
47181,Wayne County,TN,16673
47183,Weakley County,TN,33328
47185,White County,TN,27345
47187,Williamson County,TN,238412
47189,Wilson County,TN,144657
0,Statewide Unallocated,TX,0
48001,Anderson County,TX,57735
48003,Andrews County,TX,18705
48005,Angelina County,TX,86715
48007,Aransas County,TX,23510
48009,Archer County,TX,8553
48011,Armstrong County,TX,1887
48013,Atascosa County,TX,51153
48015,Austin County,TX,30032
48017,Bailey County,TX,7000
48019,Bandera County,TX,23112
48021,Bastrop County,TX,88723
48023,Baylor County,TX,3509
48025,Bee County,TX,32565
48027,Bell County,TX,362924
48029,Bexar County,TX,2003554
48031,Blanco County,TX,11931
48033,Borden County,TX,654
48035,Bosque County,TX,18685
48037,Bowie County,TX,93245
48039,Brazoria County,TX,374264
48041,Brazos County,TX,229211
48043,Brewster County,TX,9203
48045,Briscoe County,TX,1546
48047,Brooks County,TX,7093
48049,Brown County,TX,37864
48051,Burleson County,TX,18443
48053,Burnet County,TX,48155
48055,Caldwell County,TX,43664
48057,Calhoun County,TX,21290
48059,Callahan County,TX,13943
48061,Cameron County,TX,423163
48063,Camp County,TX,13094
48065,Carson County,TX,5926
48067,Cass County,TX,30026
48069,Castro County,TX,7530
48071,Chambers County,TX,43837
48073,Cherokee County,TX,52646
48075,Childress County,TX,7306
48077,Clay County,TX,10471
48079,Cochran County,TX,2853
48081,Coke County,TX,3387
48083,Coleman County,TX,8175
48085,Collin County,TX,1034730
48087,Collingsworth County,TX,2920
48089,Colorado County,TX,21493
48091,Comal County,TX,156209
48093,Comanche County,TX,13635
48095,Concho County,TX,2726
48097,Cooke County,TX,41257
48099,Coryell County,TX,75951
48101,Cottle County,TX,1398
48103,Crane County,TX,4797
48105,Crockett County,TX,3464
48107,Crosby County,TX,5737
48109,Culberson County,TX,2171
48111,Dallam County,TX,7287
48113,Dallas County,TX,2635516
48115,Dawson County,TX,12728
48117,Deaf Smith County,TX,18546
48119,Delta County,TX,5331
48121,Denton County,TX,887207
48123,DeWitt County,TX,20160
48125,Dickens County,TX,2211
48127,Dimmit County,TX,10124
48129,Donley County,TX,3278
48131,Duval County,TX,11157
48133,Eastland County,TX,18360
48135,Ector County,TX,166223
48137,Edwards County,TX,1932
48139,Ellis County,TX,184826
48141,El Paso County,TX,839238
48143,Erath County,TX,42698
48145,Falls County,TX,17297
48147,Fannin County,TX,35514
48149,Fayette County,TX,25346
48151,Fisher County,TX,3830
48153,Floyd County,TX,5712
48155,Foard County,TX,1155
48157,Fort Bend County,TX,811688
48159,Franklin County,TX,10725
48161,Freestone County,TX,19717
48163,Frio County,TX,20306
48165,Gaines County,TX,21492
48167,Galveston County,TX,342139
48169,Garza County,TX,6229
48171,Gillespie County,TX,26988
48173,Glasscock County,TX,1409
48175,Goliad County,TX,7658
48177,Gonzales County,TX,20837
48179,Gray County,TX,21886
48181,Grayson County,TX,136212
48183,Gregg County,TX,123945
48185,Grimes County,TX,28880
48187,Guadalupe County,TX,166847
48189,Hale County,TX,33406
48191,Hall County,TX,2964
48193,Hamilton County,TX,8461
48195,Hansford County,TX,5399
48197,Hardeman County,TX,3933
48199,Hardin County,TX,57602
48201,Harris County,TX,4713325
48203,Harrison County,TX,66553
48205,Hartley County,TX,5576
48207,Haskell County,TX,5658
48209,Hays County,TX,230191
48211,Hemphill County,TX,3819
48213,Henderson County,TX,82737
48215,Hidalgo County,TX,868707
48217,Hill County,TX,36649
48219,Hockley County,TX,23021
48221,Hood County,TX,61643
48223,Hopkins County,TX,37084
48225,Houston County,TX,22968
48227,Howard County,TX,36664
48229,Hudspeth County,TX,4886
48231,Hunt County,TX,98594
48233,Hutchinson County,TX,20938
48235,Irion County,TX,1536
48237,Jack County,TX,8935
48239,Jackson County,TX,14760
48241,Jasper County,TX,35529
48243,Jeff Davis County,TX,2274
48245,Jefferson County,TX,251565
48247,Jim Hogg County,TX,5200
48249,Jim Wells County,TX,40482
48251,Johnson County,TX,175817
48253,Jones County,TX,20083
48255,Karnes County,TX,15601
48257,Kaufman County,TX,136154
48259,Kendall County,TX,47431
48261,Kenedy County,TX,404
48263,Kent County,TX,762
48265,Kerr County,TX,52600
48267,Kimble County,TX,4337
48269,King County,TX,272
48271,Kinney County,TX,3667
48273,Kleberg County,TX,30680
48275,Knox County,TX,3664
48277,Lamar County,TX,49859
48279,Lamb County,TX,12893
48281,Lampasas County,TX,21428
48283,La Salle County,TX,7520
48285,Lavaca County,TX,20154
48287,Lee County,TX,17239
48289,Leon County,TX,17404
48291,Liberty County,TX,88219
48293,Limestone County,TX,23437
48295,Lipscomb County,TX,3233
48297,Live Oak County,TX,12207
48299,Llano County,TX,21795
48301,Loving County,TX,169
48303,Lubbock County,TX,310569
48305,Lynn County,TX,5951
48307,McCulloch County,TX,7984
48309,McLennan County,TX,256623
48311,McMullen County,TX,743
48313,Madison County,TX,14284
48315,Marion County,TX,9854
48317,Martin County,TX,5771
48319,Mason County,TX,4274
48321,Matagorda County,TX,36643
48323,Maverick County,TX,58722
48325,Medina County,TX,51584
48327,Menard County,TX,2138
48329,Midland County,TX,176832
48331,Milam County,TX,24823
48333,Mills County,TX,4873
48335,Mitchell County,TX,8545
48337,Montague County,TX,19818
48339,Montgomery County,TX,607391
48341,Moore County,TX,20940
48343,Morris County,TX,12388
48345,Motley County,TX,1200
48347,Nacogdoches County,TX,65204
48349,Navarro County,TX,50113
48351,Newton County,TX,13595
48353,Nolan County,TX,14714
48355,Nueces County,TX,362294
48357,Ochiltree County,TX,9836
48359,Oldham County,TX,2112
48361,Orange County,TX,83396
48363,Palo Pinto County,TX,29189
48365,Panola County,TX,23194
48367,Parker County,TX,142878
